station_european_code	station_local_code	country_iso_code	country_name	station_name	station_start_date	station_end_date	type_of_station	station_ozone_classification	station_type_of_area	station_subcat_rural_back	street_type	station_longitude_deg	station_latitude_deg	station_altitude	station_city	lau_level1_code	lau_level2_code	lau_level2_name	EMEP_station
IT1868A	302069	IT	Italy	MANTOVA SANT'AGNESE 302069	2004-12-27		Background		urban			10.795556	45.160557	22	MANTOVA		20030	Mantova	no
IT0760A	603003	IT	Italy	MANZONI 603003	1991-05-01		Traffic	urban	urban		Wide street: L/H > 1.5	13.237223	46.059444	100	UDINE		30129	Udine	no
IT1480A	803621	IT	Italy	MARANELLO 803621	1999-09-01		Background	urban	urban			10.877778	44.526389	110	MARANELLO				no
IT1031A	803918	IT	Italy	MARCONI 803918	1995-10-01		Traffic		suburban		Wide street: L/H > 1.5	11.873889	44.283333	35	FAENZA				no
IT1043A	804002	IT	Italy	MARECCHIA 804002	1996-03-01		Background	urban	urban			12.553333	44.062500	6	RIMINI		99014	Rimini	no
IT0772A	301309	IT	Italy	MARIANO COMENSE 301309	1991-11-01		Traffic		suburban		Highway: average speed vehicles > 80 km/h	9.181945	45.692223	256	MARIANO COMENSE		13143	Mariano Comense	no
IT1402A	1104214	IT	Italy	MARINA DI MONTEMARCIANO 1104214	1999-12-15		Traffic		suburban		Wide street: L/H > 1.5	13.344999	43.648891	5	MONTEMARCIANO		42018	Falconara Marittima	no
IT0921A	803909	IT	Italy	MARINA DI RAVENNA 803909	1993-11-01	2003-12-31	Industrial		rural			12.281111	44.478611	0	RAVENNA		39014	Ravenna	no
IT1188A	302001	IT	Italy	MARMIROLO - BOSCO FONTANA 302001	1998-09-01		Background	rural	rural		Unknown	10.742778	45.207500	29	MARMIROLO		20033	Marmirolo	no
IT1050A	803402	IT	Italy	MARZABOTTO 803402	1996-04-01	2008-01-28	Traffic		urban		Wide street: L/H > 1.5	10.061111	44.863052	75	FIDENZA		34014	Fidenza	no
IT1256A	502964	IT	Italy	MASSENZATICA 502964	1900-01-01		Industrial		suburban		Highway: average speed vehicles > 80 km/h	12.166667	44.937500	12	PORTO TOLLE		38014	Mesola	no
IT0686A	803506	IT	Italy	MASSENZATICO 803506	1988-03-07	2006-03-30	Background	suburban	rural		Unknown	10.696944	44.729168	41	REGGIO NELL'EMILIA		35033	Reggio nell'Emilia	no
IT1049A	803403	IT	Italy	MAZZINI 803403	1996-04-01	2008-03-03	Traffic		urban		Wide street: L/H > 1.5	10.061389	44.868610	75	FIDENZA		34014	Fidenza	no
IT1335A	402112	IT	Italy	ME1 Merano 402112	1990-09-25		Traffic	urban	urban		Wide street: L/H > 1.5	11.161944	46.662224	297	MERANO		21051	Merano	no
IT1697A	2102122	IT	Italy	ME2 Merano 2102122	2005-12-30		Background	suburban	urban			11.170000	46.647503	292	MERANO		21051	Merano	no
IT1034A	301527	IT	Italy	MEDA 301527	1995-11-01		Traffic	urban	urban		Wide street: L/H > 1.5	9.156944	45.660835	221	MEDA		108030	Meda	no
IT1025A	803307	IT	Italy	MEDAGLIE 803307	1995-07-31	2005-12-30	Traffic		urban		Wide street: L/H > 1.5	9.683611	45.043888	61	PIACENZA		33032	Piacenza	no
IT1749A	1908971	IT	Italy	MEGARA-GIANNALENA 1908971	2005-01-18		Industrial		suburban			14.643333	37.021946	10	SIRACUSA		88002	Chiaramonte Gulfi	no
IT1909A	804014	IT	Italy	MELDOLA 804014	2008-06-06		Background	suburban	rural			12.061667	44.130278	35	MELDOLA				no
IT1193A	1707602	IT	Italy	MELFI 1707602	1998-12-01		Industrial	suburban	suburban			15.644722	40.987222	620	MELFI				no
IT0611A	1908962	IT	Italy	MELILLI 1908962	1983-05-01		Industrial	urban	urban		Canyon street: L/H < 1.5	15.127778	37.178612	300	MELILLI		89012	Melilli	no
IT0500A	402108	IT	Italy	MERANO V. PIAVE 402108	1985-01-01	1995-01-01	Traffic		urban		Wide street: L/H > 1.5	11.158333	46.667225	307	MERANO		21051	Merano	no
IT0777A	301303	IT	Italy	MERATE 301303	1991-11-01		Traffic		urban		Wide street: L/H > 1.5	9.406388	45.697224	292	MERATE		97020	Cernusco Lombardone	no
IT0799A	1908303	IT	Italy	MESSINA (ARCHIMEDE) 1908303	1992-01-01		Traffic		urban		Wide street: L/H > 1.5	15.546667	38.198891	2	MESSINA		83048	Messina	no
IT1829A	1908367	IT	Italy	MESSINA (BOCCETTA) 1908367	2006-01-01		Traffic	urban	urban			15.552778	38.198334	10	MESSINA		83048	Messina	no
IT0800A	1908304	IT	Italy	MESSINA (CARONTE) 1908304	1992-01-01		Traffic	urban	urban		Wide street: L/H > 1.5	15.560834	38.208611	2	MESSINA		83048	Messina	no
IT0801A	1908305	IT	Italy	MESSINA (MINISSALE) 1908305	1992-01-01		Traffic		urban		Wide street: L/H > 1.5	15.536667	38.160278	2	MESSINA		83048	Messina	no
IT1828A	1908368	IT	Italy	MESSINA (UNIVERSITA) 1908368	2006-01-01		Traffic		urban			15.554444	38.189445	10	MESSINA		83048	Messina	no
IT1722A	1908791	IT	Italy	MESSINA 1908791	1993-09-01		Traffic		urban		Wide street: L/H > 1.5	15.115278	37.533611	16	CATANIA				no
IT0446A	502712	IT	Italy	MESTRE VIALE SAN MARCO 502712	1994-01-01	2005-11-18	Background		urban			12.261389	45.483891	1	VENEZIA		27042	Venezia	no
IT0689A	301804	IT	Italy	MEZZANA BIGLI 301804	1988-11-01		Industrial		rural		Unknown	8.868889	45.068333	73	MEZZANA BIGLI		18090	Mezzana Bigli	no
IT1714A	1908799	IT	Italy	MICHELANGELO 1908799	1993-09-01		Traffic		urban			15.095833	37.522778	50	CATANIA				no
IT0466A	301518	IT	Italy	MILANO - JUVARA 301518	1968-11-01	2007-06-11	Background	urban	urban			9.222221	45.472500	122	MILANO		15146	Milano	no
IT1017A	301530	IT	Italy	MILANO - P.CO LAMBRO 301530	1995-05-01		Background	suburban	suburban			9.247778	45.498890	122	MILANO		15146	Milano	no
IT1015A	301531	IT	Italy	MILANO - P.LE ABBIATEGRASSO 301531	1995-05-01		Background		urban		Wide street: L/H > 1.5	9.182222	45.431389	122	MILANO		15146	Milano	no
IT0704A	301503	IT	Italy	MILANO - P.ZZA AQUILEIA 301503	1989-11-01	2002-04-10	Traffic		urban		Wide street: L/H > 1.5	9.163610	45.461113	122	MILANO		15146	Milano	no
IT1016A	301537	IT	Italy	MILANO - SENATO 301537	1995-05-01		Traffic		urban		Canyon street: L/H < 1.5	9.198055	45.469723	122	MILANO		15146	Milano	no
IT0761A	301522	IT	Italy	MILANO - V.LE LIGURIA 301522	1991-10-01		Traffic		urban		Wide street: L/H > 1.5	9.182500	45.449169	122	MILANO		15146	Milano	no
IT0477A	301526	IT	Italy	MILANO - V.LE MARCHE 301526	1973-11-01		Traffic		urban		Wide street: L/H > 1.5	9.191389	45.495556	122	MILANO		15146	Milano	no
IT0705A	301540	IT	Italy	MILANO - VERZIERE 301540	1989-11-01		Traffic		urban		Wide street: L/H > 1.5	9.195833	45.462780	122	MILANO		15146	Milano	no
IT1020A	301541	IT	Italy	MILANO - VIA MESSINA 301541	1995-06-01	2005-06-23	Background		urban			9.173889	45.485279	122	MILANO		15146	Milano	no
IT1692A	301568	IT	Italy	MILANO VIA PASCAL 301568	2005-06-23		Background	urban	urban			9.235833	45.478333	122	MILANO		15146	Milano	no
IT0467A	301544	IT	Italy	MILANO VIA ZAVATTARI 301544	1968-11-01		Traffic		urban		Wide street: L/H > 1.5	9.142222	45.475277	122	MILANO		15146	Milano	no
IT1455A	803407	IT	Italy	MILAZZO 803407	2000-01-01	2008-01-28	Traffic		urban		Wide street: L/H > 1.5	10.321667	44.794998	55	PARMA		34027	Parma	no
IT0810A	1908507	IT	Italy	MINERBIO 1908507	1992-01-17		Traffic		urban		Wide street: L/H > 1.5	14.208333	37.079166	2	GELA		85007	Gela	no
IT0439A	502713	IT	Italy	MIRA - Via Ex Macello 502713	1994-01-01	2008-07-15	Traffic		urban		Wide street: L/H > 1.5	12.145000	45.441113	6	MIRA		27023	Mira	no
IT1935A	502722	IT	Italy	MIRA 502722	2008-07-17		Background	urban	urban			12.128889	45.441944	1	MIRA				no
IT0727A	803607	IT	Italy	MIRANDOLA 803607	1990-04-11	2008-06-30	Traffic	urban	urban		Wide street: L/H > 1.5	11.063890	44.881943	18	MIRANDOLA		36022	Mirandola	no
IT1899A	1908701	IT	Italy	MISTERBIANCO 1908701	2008-09-25		Unknown		urban			15.026944	37.516388	160	MISTERBIANCO		87029	Misterbianco	no
IT0186A	803807	IT	Italy	MIZZANA 803807	1979-01-01	2008-12-31	Industrial	suburban	suburban			11.582500	44.851109	7	FERRARA		38008	Ferrara	no
IT0549A	704	IT	Italy	MIZZANA.A	1979-02-22		Industrial		suburban		Highway: average speed vehicles > 80 km/h	11.580011	44.849998	0	FERRARA		38008	Ferrara	no
IT1085A	803308	IT	Italy	MOCOMERO 803308	1996-09-12	2007-02-12	Background		rural	regional		9.806389	44.787220	310	VERNASCA		33044	Vernasca	no
IT1570A	803623	IT	Italy	MODENA - AMUNDSEN 803623	2003-01-01	2005-11-14	Background		urban			10.891944	44.660000	22	MODENA		36023	Modena	no
IT0722A	803605	IT	Italy	MODENA - CAVOUR 803605	1990-03-02	2002-07-30	Traffic		urban		Canyon street: L/H < 1.5	10.926667	44.651669	34	MODENA		36023	Modena	no
IT0947A	803608	IT	Italy	MODENA - PIAZZA OVA 803608	1994-03-20	1999-07-01	Background		urban		Canyon street: L/H < 1.5	10.919167	44.638889	34	MODENA		36023	Modena	no
IT1469A	803620	IT	Italy	MODENA - XX SETTEMBRE 803620	1999-09-01	2006-04-07	Background	urban	urban			10.929167	44.641113	30	MODENA		36023	Modena	no
IT1812A	309702	IT	Italy	MOGGIO 309702	2006-06-23		Background	rural background	rural	remote		9.496944	45.913056	1192	MOGGIO		108012	Brugherio	no
IT2076A	809903	IT	Italy	MONDAINO 809903	2011-01-01		Background	rural background	rural	remote		12.648333	43.843889	127	MONDAINO				no
IT1538A	603104	IT	Italy	MONFALCONE 603104	2002-11-28		Traffic	urban	urban		Unknown	13.528889	45.809998	5	MONFALCONE		31012	Monfalcone	no
IT1817A	1607288	IT	Italy	MONOPOLI 1607288	2006-07-01		Traffic	suburban	suburban			17.290278	40.956667	10	MONOPOLI				no
IT0638A	502803	IT	Italy	MONSELICE - Via Canaletta 502803	1984-04-01	2007-11-06	Industrial		suburban			11.752222	45.250278	10	MONSELICE		28055	Monselice	no
IT1872A	502810	IT	Italy	MONSELICE 502810	2008-01-01		Industrial	urban	urban			11.751111	45.244722	10	MONSELICE				no
IT1418A	309806	IT	Italy	MONTANASO 309806	1983-01-01		Background	rural	rural			9.452778	45.335278	83	MONTANASO LOMBARDO		98040	Montanaso Lombardo	no
IT1161A	803711	IT	Italy	MONTE CUCCOLINO 803711	1998-01-01	2009-02-16	Background	suburban	suburban			11.333611	44.469444	260	BOLOGNA		37006	Bologna	no
IT1191A	402203	IT	Italy	MONTE GAZA 402203	1998-10-01		Background	rural background	rural			10.958611	46.082775	1601	VEZZANO		22215	Vezzano	no
IT1091A	603202	IT	Italy	MONTE SAN PANTALEONE 603202	1996-10-01		Background	suburban	suburban			13.794445	45.618610	92	TRIESTE		32006	Trieste	no
IT1539A	603018	IT	Italy	MONTE ZONCOLAN - SUTRIO 603018	2001-01-01		Background	rural	rural			12.931667	46.507221	1717	SUTRIO		30088	Ravascletto	no
IT1105A	803405	IT	Italy	MONTEBELLO 803405	1997-03-01		Traffic		urban		Wide street: L/H > 1.5	10.336666	44.788334	55	PARMA		34027	Parma	no
IT1172A	502402	IT	Italy	MONTEBELLO VICENTINO 502402	1998-02-15		Industrial		suburban			11.387222	45.466389	61	MONTEBELLO VICENTINO		24060	Montebello Vicentino	no
IT0923A	803514	IT	Italy	MONTECCHIO 803514	1993-11-20	2006-03-30	Traffic		urban		Wide street: L/H > 1.5	10.450277	44.700279	97	MONTECCHIO EMILIA		35027	Montecchio Emilia	no
IT0659A	502403	IT	Italy	MONTECCHIO MAGGIORE 502403	1985-01-01		Background		urban			11.425833	45.501111	63	MONTECCHIO MAGGIORE				no
IT1842A	1104410	IT	Italy	MONTEMONACO 1104410	2005-11-16		Background	rural background	rural	remote		13.336666	42.900558	1000	MONTEMONACO		44044	Montemonaco	no
IT1977A	1306810	IT	Italy	MONTESILVANO 1306810	2009-06-15		Traffic		urban		Wide street: L/H > 1.5	14.148334	42.526665	4	MONTESILVANO				no
IT1814A	1908974	IT	Italy	MONTE_TAURO 1908974	2005-03-17		Industrial		unknown			15.228611	37.056110	75	AUGUSTA		89017	Siracusa	no
IT1843A	1104409	IT	Italy	MONTICELLI 1104409	2005-11-16		Background	urban	urban			13.619445	42.848610	150	ASCOLI PICENO		44007	Ascoli Piceno	no
IT0711A	1005514	IT	Italy	MONTORO 1005514	1990-01-01		Industrial		rural		Wide street: L/H > 1.5	12.469444	42.511389	226	NARNI				no
IT0522A	301528	IT	Italy	MONZA 301528	1976-11-01	2005-08-18	Background		urban		Wide street: L/H > 1.5	9.273889	45.579445	162	MONZA		108033	Monza	no
IT1743A	301569	IT	Italy	MONZA via MACHIAVELLI 301569	2005-10-20		Background	urban	urban			9.274445	45.581112	162	MONZA		108033	Monza	no
IT1389A	302018	IT	Italy	MONZAMBANO 302018	1991-07-01		Industrial		rural		Unknown	10.697500	45.390835	88	MONZAMBANO		20036	Monzambano	no
IT1190A	301403	IT	Italy	MORBEGNO2 301403	1998-09-01		Background	urban	urban		Wide street: L/H > 1.5	9.566389	46.131664	262	MORBEGNO		14045	Morbegno	no
IT1960A	1104107	IT	Italy	MORCIOLA 1104107	2010-01-01		Background		urban			12.742778	43.830276	77	COLBORDOLO		41012	Colbordolo	no
IT1051A	804007	IT	Italy	MORGAGNI PLACE 804007	1996-04-01	2000-12-20	Traffic		urban		Wide street: L/H > 1.5	12.042500	44.220833	37	FORLI'		40012	Forlì	no
IT0978A	200711	IT	Italy	MORGEX 200711	1994-10-01		Traffic		suburban		Wide street: L/H > 1.5	7.036944	45.757500	924	MORGEX		7044	Morgex	no
IT1721A	1908792	IT	Italy	MORO 1908792	1993-09-01		Traffic	urban	urban		Wide street: L/H > 1.5	15.086945	37.525833	88	CATANIA		87015	Catania	no
IT1174A	301529	IT	Italy	MOTTA VISCONTI 301529	1998-03-01		Background	rural	rural			8.989445	45.282776	100	MOTTA VISCONTI		15151	Motta Visconti	no
IT1987A	904505	IT	Italy	MS-CAPUCCINI 904505	2009-10-05		Background	suburban	suburban			10.147778	44.041111	0	MASSA		45010	Massa	no
IT1782A	904501	IT	Italy	MS-CARRIONA 904501	2005-07-27		Traffic	suburban	urban			10.096110	44.079998	91	CARRARA				no
IT1881A	904504	IT	Italy	MS-GALVANI 904504	2007-06-18		Background	urban	urban			10.136389	44.038055	50	MASSA				no
IT1819A	904503	IT	Italy	MS-PARCHEGGIO-COLOMBAROTTO 904503	2007-06-01		Background	suburban	urban			10.097222	44.078331	98	CARRARA		45003	Carrara	no
IT1783A	904502	IT	Italy	MS-VIA-FRASSINA 904502	2006-09-09	2011-06-01	Traffic	urban	suburban			10.079444	44.048611	11	CARRARA				no
IT1477A	603211	IT	Italy	MUGGIA 603211	2001-12-12		Industrial		urban			13.780000	45.599442	2	MUGGIA				no
IT1052A	804008	IT	Italy	MULINI 804008	1996-04-01	2008-12-31	Background	urban	urban			12.239167	44.139168	33	CESENA		40007	Cesena	no
IT0852A	701014	IT	Italy	MULTEDO - PEGLI - GENOVA 701014	1994-11-01		Industrial		urban			8.826111	44.425556	20	GENOVA		10025	Genova	no
IT1999A	701076	IT	Italy	MULTEDO VILLA CHIESA - GENOVA 701076	2009-01-01		Industrial		urban			8.830277	44.427502	30	GENOVA		10025	Genova	no
IT1795A	1104304	IT	Italy	Macerata COLLEVARIO 1104304	2006-02-20		Background	urban	suburban			13.428612	43.285000	225	MACERATA		43023	Macerata	no
IT1946A	1104308	IT	Italy	Macerata SFORZACOSTA 1104308	2002-12-01		Traffic		suburban			13.417778	43.256111	200	MACERATA		43023	Macerata	no
IT1667A	1607583	IT	Italy	Maglie 1607583	2004-01-01		Background	suburban	suburban			18.304167	40.132500	10	MAGLIE		75039	Maglie	no
IT1988A	1607289	IT	Italy	Magna Grecia 1607289	2010-01-06		Industrial	suburban	suburban			16.778056	41.090278	79	MODUGNO				no
IT1599A	1607177	IT	Italy	Manfredonia CAPITANERIA DI PORTO 1607177	2004-05-01		Traffic		urban			15.911944	41.625275	5	MANFREDONIA		71029	Manfredonia	no
IT1597A	1607173	IT	Italy	Manfredonia MICHELANGELO 1607173	2004-05-01		Traffic		suburban			15.895000	41.614444	10	MANFREDONIA				no
IT1600A	1607174	IT	Italy	Manfredonia UNGARETTI 1607174	2004-05-01		Industrial		suburban			15.928611	41.638056	10	MANFREDONIA				no
IT1598A	1607176	IT	Italy	Manfredonia VIA DEI MANDORLI 1607176	2004-05-01		Traffic	suburban	suburban			15.909444	41.628330	20	MANFREDONIA		71029	Manfredonia	no
IT2054A	1908805	IT	Italy	Marina di Ragusa 1908805	2011-01-01		Background		suburban			14.561389	36.785833	24	RAGUSA				no
IT0749A		IT	Italy	Marina di Ravenna	1991-01-01		Unknown		unknown			12.298903	44.433891	0	RAVENNA		39014	Ravenna	no
IT2020A	1104109	IT	Italy	Marotta-Via Europa 1104109	2011-01-01		Background	urban	suburban			13.132500	43.767776	3	MONDOLFO		41029	Mondolfo	no
IT1680A	1607388	IT	Italy	Martina Franca 1607388	2004-01-01		Traffic	urban	urban			17.331945	40.700832	400	MARTINA FRANCA		73013	Martina Franca	no
IT2021A	1607390	IT	Italy	Massafra 1607390	2010-04-01		Industrial	urban	urban			17.115833	40.591942	118	MASSAFRA		73015	Massafra	no
IT1663A	1607414	IT	Italy	Mesagne 1607414	2004-05-01		Background		suburban			17.808332	40.565556	10	MESAGNE		74010	Mesagne	no
IT1602A	1607275	IT	Italy	Molfetta ASM 1607275	2004-05-01		Background	rural	suburban			16.561943	41.204445	10	MOLFETTA		72029	Molfetta	no
IT1601A	1607175	IT	Italy	Monte S. Angelo SUOLO CIUFFREDA 1607175	2004-05-01		Background	rural	rural			15.945000	41.665279	30	MANFREDONIA		71033	Monte Sant'Angelo	no
IT0118A		IT	Italy	Montecchio Maggiore	1900-01-01		Traffic		urban			11.426120	45.467499	0	VICENZA		24015	Brendola	no
IT1875A	301815	IT	Italy	Mortara 301815	2007-08-21		Background	suburban	urban			8.744445	45.253887	10	MORTARA		18102	Mortara	no
IT1141A	803910	IT	Italy	N. ROCCA BRANCALEONE 803910	1997-09-18	2008-12-31	Industrial	urban	urban			12.206667	44.423336	4	RAVENNA		39014	Ravenna	no
IT1497A	1506307	IT	Italy	NA01 OSSERVATORIO ASTRONOMICO 1506307	1993-06-01		Background	urban	suburban		Wide street: L/H > 1.5	14.254444	40.862778	145	NAPOLI				no
IT1496A	1506306	IT	Italy	NA02 OSPEDALE SANTOBONO 1506306	1994-01-01		Traffic	urban	urban		Canyon street: L/H < 1.5	14.231389	40.850000	173	NAPOLI				no
IT1492A	1506302	IT	Italy	NA03 I POLICLINICO 1506302	1993-06-01		Traffic	urban	urban		Canyon street: L/H < 1.5	14.254167	40.849722	42	NAPOLI				no
IT1498A	1506308	IT	Italy	NA04 SCUOLA SILIO ITALICO 1506308	1993-06-01		Traffic		urban		Wide street: L/H > 1.5	14.198333	40.823889	28	NAPOLI				no
IT0897A	1506309	IT	Italy	NA05 SCUOLA VANVITELLI 1506309	1993-06-01		Traffic	urban	urban		Canyon street: L/H < 1.5	14.228056	40.844444	179	NAPOLI				no
IT0898A	1506304	IT	Italy	NA06 MUSEO NAZIONALE 1506304	1993-06-01		Traffic	urban	urban		Canyon street: L/H < 1.5	14.251389	40.852778	46	NAPOLI				no
IT1491A	1506301	IT	Italy	NA07 ENTE FERROVIE 1506301	1993-08-01		Traffic	urban	urban		Canyon street: L/H < 1.5	14.271667	40.853611	13	NAPOLI				no
IT1495A	1506305	IT	Italy	NA08 OSPEDALE NUOVO PELLEGRINI 1506305	1996-03-01		Traffic	urban	suburban		Highway: average speed vehicles > 80 km/h	14.281389	40.867500	143	NAPOLI				no
IT1493A	1506303	IT	Italy	NA09 I.T.I.S. ARGINE 1506303	1996-03-01		Traffic	suburban	suburban		Wide street: L/H > 1.5	14.352222	40.854722	33	NAPOLI				no
IT0553A	1005505	IT	Italy	NARNI SCALO 1005505	1980-01-01		Industrial	suburban	suburban			12.522222	42.535278	94	NARNI		55022	Narni	no
IT0783A	301611	IT	Italy	NEMBRO 301611	1991-06-01		Traffic		urban		Wide street: L/H > 1.5	9.760834	45.742222	309	NEMBRO		16144	Nembro	no
IT0773A	301304	IT	Italy	NIBIONNO 301304	1991-11-01		Background		suburban		Unknown	9.265278	45.750278	310	NIBIONNO		97056	Nibionno	no
IT1018A	803612	IT	Italy	NONANTOLANA 803612	1995-05-02		Background	urban	urban			10.942222	44.658889	30	MODENA				no
IT1517A	10310	IT	Italy	Novara - Leonardi 10310	1998-10-01	2008-12-29	Traffic		urban		Wide street: L/H > 1.5	8.608334	45.437500	159	NOVARA		3106	Novara	no
IT1676A	100363	IT	Italy	Novara - Roma 100363	2003-11-01		Traffic		urban		Unknown	8.619722	45.440277	159	NOVARA		3106	Novara	no
IT1518A	10311	IT	Italy	Novara - Verdi 10311	1998-10-01		Background	urban	urban			8.620556	45.438335	159	NOVARA		3106	Novara	no
IT0742A	301709	IT	Italy	ODOLO 301709	1990-11-01		Industrial		suburban		Wide street: L/H > 1.5	10.385833	45.639446	345	ODOLO		17121	Odolo	no
IT1033A	301310	IT	Italy	OLGIATE COMASCO 301310	1995-11-01		Traffic		urban		Wide street: L/H > 1.5	8.966667	45.783056	415	OLGIATE COMASCO		13165	Olgiate Comasco	no
IT0685A	803510	IT	Italy	ORTOLANE 803510	1988-02-13	2007-01-30	Traffic		urban		Wide street: L/H > 1.5	10.646944	44.708889	50	REGGIO NELL'EMILIA		35033	Reggio nell'Emilia	no
IT0457A	1104212	IT	Italy	OSIMO 1104212	1995-02-17	2005-07-15	Traffic		urban		Wide street: L/H > 1.5	13.481667	43.482502	279	OSIMO		42034	Osimo	no
IT1463A	301621	IT	Italy	OSIO SOTTO 301621	2000-04-01		Background	suburban	suburban			9.612778	45.620552	182	OSIO SOTTO		16126	Levate	no
IT1259A	603008	IT	Italy	OSOPPO PROVI 603008	1992-03-01		Industrial	suburban	suburban		Highway: average speed vehicles > 80 km/h	13.066667	46.220833	167	OSOPPO		30066	Osoppo	no
IT1305A	603004	IT	Italy	OSOPPO URBAN 603004	1991-05-01		Traffic		urban		Wide street: L/H > 1.5	13.234445	46.071110	100	UDINE		30129	Udine	no
IT1282A	1908508	IT	Italy	OSPEDALE V. EMANUELE 1908508	1992-01-17		Traffic	urban	urban		Wide street: L/H > 1.5	14.227777	37.072777	40	GELA		85007	Gela	no
IT0738A	301710	IT	Italy	OSPITALETTO 301710	1989-11-01		Traffic		suburban		Highway: average speed vehicles > 80 km/h	10.073055	45.549442	155	OSPITALETTO		17127	Ospitaletto	no
IT1919A	803813	IT	Italy	OSTELLATO 803813	2008-12-06		Background	rural	rural	regional		11.942223	44.741669	0	OSTELLATO		38017	Ostellato	no
IT1261A	302065	IT	Italy	OSTIGLIA 302065	1900-01-01		Industrial		suburban		Highway: average speed vehicles > 80 km/h	11.137500	45.066109	14	OSTIGLIA		20038	Ostiglia	no
IT1390A	302014	IT	Italy	OSTIGLIA S.G. 302014	1990-01-01		Industrial		rural		Unknown	11.136666	45.064720	13	OSTIGLIA		20038	Ostiglia	no
IT1849A	100364	IT	Italy	Oleggio - Circonvallazione 100364	2005-07-14		Traffic		urban			8.635555	45.594997	227	OLEGGIO		3108	Oleggio	no
IT2102A	110301	IT	Italy	Omegna - Crusinallo 110301	2011-09-30		Background		urban			8.415556	45.899167	229	OMEGNA				no
IT1531A	10312	IT	Italy	Omegna - De Angelis 10312	2002-04-17		Background	urban	urban			8.406944	45.879166	305	OMEGNA		103050	Omegna	no
IT1120A	100126	IT	Italy	Orbassano - Gozzano 100126	1997-04-17		Background	suburban	suburban			7.550000	45.007221	268	ORBASSANO		1171	Orbassano	no
IT1729A	1104224	IT	Italy	Osimo 1104224	2006-07-01		Background		urban			13.481667	43.482502	279	OSIMO		42034	Osimo	no
IT0759A	UDUDN001	IT	Italy	Osoppo	1991-05-01		Traffic		urban		Highway: average speed vehicles > 80 km/h	13.230011	46.070000	100	UDINE		30129	Udine	no
IT1847A	100164	IT	Italy	Oulx - Roma 100164	2005-11-28		Traffic		suburban			6.835834	45.034721	1074	OULX		1175	Oulx	no
IT1182A	1005403	IT	Italy	P.S.GIOVANNI 1005403	1998-06-01		Traffic	urban	urban		Wide street: L/H > 1.5	12.441389	43.090000	250	PERUGIA				no
IT1253A	502965	IT	Italy	P.TO LEVANTE 502965	1900-01-01		Industrial		suburban		Highway: average speed vehicles > 80 km/h	12.363890	45.049168	-1	PORTO TOLLE		29052	Porto Viro	no
IT0826A	1205813	IT	Italy	P.ZZA E.FERMI 1205813	1993-01-01	2006-12-12	Traffic	urban	urban		Wide street: L/H > 1.5	12.468055	41.863052	50	ROMA		58091	Roma	no
IT1690A	1607581	IT	Italy	P.zza De Santis 1607581	2004-05-01		Traffic	urban	urban			18.174722	40.354167	10	LECCE				no
IT0794A	1908310	IT	Italy	PACE DEL MELA (MANDRAVECCHIA) 1908310	1992-01-01		Industrial		suburban			15.293334	38.181946	100	PACE DEL MELA		83064	Pace del Mela	no
IT1750A	1908517	IT	Italy	PARCHEGGIO-AGIP 1908517	2005-01-18		Industrial		suburban			14.250000	37.081389	10	GELA		85007	Gela	no
IT0856A	701026	IT	Italy	PARCO ACQUASOLA - GENOVA 701026	1993-08-01		Background	urban	urban			8.941112	44.407501	45	GENOVA		10025	Genova	no
IT1030A	803911	IT	Italy	PARCO BUCCI 803911	1995-10-01		Background	urban	urban			11.870556	44.283333	35	FAENZA		39010	Faenza	no
IT1870A	502812	IT	Italy	PARCO COLLI EUGANEI 502812	2008-01-24		Background	rural	rural	regional		11.643055	45.290001	18	CINTO EUGANEO		28031	Cinto Euganeo	no
IT2073A	803628	IT	Italy	PARCO EDILCARANI 803628	2011-01-01		Background		urban			10.792222	44.540278	118	SASSUOLO				no
IT1771A	803624	IT	Italy	PARCO FERRARI 803624	2005-11-16		Background	urban	urban			10.926389	44.651669	34	MODENA		36023	Modena	no
IT1975A	803322	IT	Italy	PARCO MONTECUCCO 803322	2009-06-01		Background	urban	urban			9.669167	45.038334	61	PIACENZA		33032	Piacenza	no
IT1103A	502408	IT	Italy	PARCO QUERINI 502408	1997-01-27	2007-03-31	Background		urban			11.545279	45.555553	35	VICENZA		24116	Vicenza	no
IT1048A	804009	IT	Italy	PARCO RESISTENZA 804009	1996-03-25		Background	urban	urban			12.048889	44.219166	29	FORLI'		40012	Forlì	no
IT1874A	301816	IT	Italy	PARONA 301816	2007-08-20		Industrial		urban			8.754723	45.281113	6	PARONA		18109	Parona	no
IT1888A	1908269	IT	Italy	PARTINICO 1908269	2008-04-01		Background	urban	urban			13.116667	38.033333	0	PARTINICO		82054	Partinico	no
IT1178A	701013	IT	Italy	PASSO DEI GIOVI 701013	1998-06-01		Background	suburban	rural			8.941944	44.556667	600	MIGNANEGO				no
IT1864A	502508	IT	Italy	PASSO VALLES 502508	2007-01-01		Background	rural background	rural	remote		11.803056	46.339722	2035	FALCADE				no
IT1104A	301805	IT	Italy	PAVIA - P.ZZA MINERVA 301805	1997-02-10		Traffic		urban		Canyon street: L/H < 1.5	9.146944	45.185558	77	PAVIA		18110	Pavia	no
